Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,14.658,10426.390,3855.151
Base Test (TCP),10,100,900,0.420,2.873,1.445
