Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,700,0.000,1.808,0.596
Base Test (TCP),10,100,900,0.285,2.421,1.006
