Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,90.672,13424.553,5402.813
Base Test (TCP),10,100,900,0.565,2.840,1.506
