Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,138.263,13317.061,5395.984
Base Test (TCP),10,100,900,0.559,3.221,1.526
