Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,28.360,9154.903,3324.640
Base Test (TCP),10,100,900,0.507,2.862,1.422
