Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.433,3.691,1.613
Base Test (TCP),10,100,900,0.513,2.731,1.438
