Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,96.825,13368.432,5378.834
Base Test (TCP),10,100,900,0.325,2.728,1.365
