Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,151.969,13350.135,5389.346
Base Test (TCP),10,100,900,0.473,41.075,1.684
