Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,35.635,10405.451,3854.665
Base Test (TCP),10,100,900,0.326,2.394,1.114
