Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,2.635,10390.031,3842.523
Base Test (TCP),10,100,900,0.552,41.878,1.765
