Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,86.830,13395.075,5409.980
Base Test (TCP),10,100,900,0.370,2.581,1.333
