Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,8.385,11334.562,4348.617
Base Test (TCP),10,100,900,0.426,41.781,1.726
