Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.230,2.129,1.000
Base Test (TCP),10,100,900,0.287,2.389,1.044
