Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,157.754,10343.072,3851.661
Base Test (TCP),10,100,900,0.476,41.706,1.870
