Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,112.914,13416.972,5614.493
Base Test (TCP),10,100,900,0.397,2.719,1.469
