Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,69.725,10353.385,3721.125
Base Test (TCP),10,100,900,0.390,2.709,1.363
