Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,119.355,9532.323,3433.421
Base Test (TCP),10,100,900,0.443,2.822,1.365
