Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.451,2.571,1.242
Base Test (TCP),10,100,900,0.572,6.031,1.760
