Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,82.693,13365.586,5379.698
Base Test (TCP),10,100,900,0.377,2.469,1.448
