Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,440,0.162,1.227,0.621
Base Test (TCP),10,100,900,0.269,2.212,0.930
