Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,113.679,13321.873,5385.721
Base Test (TCP),10,100,900,0.743,5.497,2.888
