Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.253,2.515,0.953
Base Test (QUIC),10,100,800,0.000,2.676,0.796
