Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,684,28.077,13368.628,5158.805
Base Test (TCP),10,100,900,0.492,4.619,1.696
