Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,97.045,13377.546,5406.406
Base Test (TCP),10,100,900,0.320,2.740,1.385
