Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,19.558,9136.042,3268.376
Base Test (TCP),10,100,900,0.541,2.888,1.562
