Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.290,2.145,0.933
Base Test (QUIC),10,100,640,0.000,1.783,0.731
