Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.407,2.708,1.218
Base Test (TCP),10,100,900,0.494,41.956,1.483
