Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.491,4.108,1.600
Base Test (TCP),10,100,900,0.458,41.615,1.607
