Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,106.054,13426.623,5408.404
Base Test (TCP),10,100,900,0.510,3.026,1.403
