Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,227.650,12827.562,4956.855
Base Test (TCP),10,100,900,0.510,2.826,1.526
