Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,24.198,11239.215,4324.658
Base Test (TCP),10,100,900,0.495,2.708,1.277
