Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,74.212,13364.834,5382.348
Base Test (TCP),10,100,900,0.461,41.331,1.641
