Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.249,2.947,1.127
Base Test (QUIC),10,100,480,0.000,1.672,0.460
