Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.372,3.438,1.434
Base Test (TCP),10,100,900,0.383,2.913,1.555
