Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.586,4.385,1.749
Base Test (TCP),10,100,900,0.532,3.568,1.731
