Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,2.756,12140.787,4860.844
Base Test (TCP),10,100,900,0.551,2.798,1.572
