Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,640,0.000,2.025,0.706
Base Test (TCP),10,100,900,0.319,2.623,0.942
