Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,149.308,13340.869,5618.968
Base Test (TCP),10,100,900,0.511,2.977,1.573
