Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.263,1.969,0.869
Base Test (TCP),10,100,900,0.297,2.495,0.903
