Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.582,4.910,1.720
Base Test (TCP),10,100,900,0.458,3.569,1.696
