Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,95.956,13413.982,5627.192
Base Test (TCP),10,100,900,0.399,2.646,1.501
