Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.364,2.509,1.181
Base Test (TCP),10,100,900,0.510,3.568,1.681
