Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.681,4.828,2.162
Base Test (TCP),10,100,900,0.555,3.787,1.881
