Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.217,2.232,0.807
Base Test (QUIC),10,100,560,0.000,1.371,0.550
