Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.356,2.335,1.083
Base Test (QUIC),10,100,900,0.223,1.857,0.875
