Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,123.942,13320.180,5395.892
Base Test (TCP),10,100,900,0.429,2.930,1.596
