Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.254,1.835,0.836
Base Test (TCP),10,100,900,0.312,2.295,0.994
