Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,128.043,13404.985,5391.620
Base Test (TCP),10,100,900,0.561,2.946,1.467
